2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,26951,28124,155349,1004,1173
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,160348,161478,202867,1004,1130
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,206762,207892,247735,1007,1130
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,253239,254362,298318,1001,1123
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,304425,305545,345184,1000,1120
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,346176,347274,390345,1005,1098
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,391317,392424,431363,1002,1107
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,435310,436418,479726,1000,1108
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,480736,481853,520810,1006,1117
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,521824,522939,561888,1002,1115
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,562816,563923,606699,1002,1107
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,607681,608793,647687,1007,1112
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,648627,649734,692420,1003,1107
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,693380,694493,733412,1001,1113
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,734372,735486,778210,1012,1114
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,779179,780287,819238,1008,1108
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,820163,821283,860114,1008,1120
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,863934,865039,908387,1000,1105
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,909389,910492,949403,1001,1103
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,950435,951556,998678,1001,1121
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1002408,1003517,1043187,1000,1109
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1044264,1045362,1088345,1000,1098
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1089315,1090408,1129286,1003,1093
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1130226,1131346,1175952,1003,1120
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1176960,1178074,1221583,1005,1114
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1222635,1223760,1262806,1001,1125
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1263749,1264856,1307669,1003,1107
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1308612,1309732,1348681,1003,1120
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1349660,1350780,1395683,1003,1120
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1396651,1397768,1436709,1002,1117
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1437590,1438697,1477398,1006,1107
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1478345,1479438,1522108,1001,1093
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1523161,1524268,1563045,1000,1107
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1563972,1565080,1607813,1003,1108
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1608923,1610035,1648874,1000,1112
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1649871,1650996,1693664,1004,1125
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1694755,1695869,1734746,1000,1114
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1735713,1736833,1775771,1004,1120
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1776739,1777831,1820447,1001,1092
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1821470,1822582,1861511,1000,1112
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1862436,1863528,1906114,1003,1092
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1907001,1908109,1946873,1003,1108
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1947915,1949037,1991690,1000,1122
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,1992654,1993763,2032557,1002,1109
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2033464,2034588,2073424,1007,1124
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2074288,2075394,2117971,1003,1106
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2119068,2120184,2214902,1000,1116
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2216037,2217142,2268540,1000,1105
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2269597,2270718,2309724,1001,1121
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2310841,2311963,2354754,1000,1122
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2355660,2356767,2395641,1008,1107
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2396571,2397663,2436466,1000,1092
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2437411,2438519,2481200,1004,1108
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2482292,2483384,2522318,1000,1092
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2523166,2524258,2566889,1001,1092
2936733136c3e,0,27990524,pareto,300.000000,1.000000,1000,2567989,2569081,2607937,1000,1092
